

2017-04-12 09:59:37,922DEBUG[com.Davi.poems.tools.analyze_Tset]-succeed
2017-04-14 14:06:41,620INFO[com.Davi.poems.net.myHttpClient]-INPUT: %E6%A8%B1%E8%8A%B1


2017-04-14 14:06:41,677INFO[com.Davi.poems.net.handler]-%E6%A8%B1%E8%8A%B1


2017-04-14 14:10:17,911INFO[com.Davi.poems.net.myHttpClient]-INPUT: %E6%A8%B1%E8%8A%B1


2017-04-14 14:10:17,969INFO[com.Davi.poems.net.handler]-%E6%A8%B1%E8%8A%B1


2017-04-14 14:10:30,608INFO[com.Davi.poems.net.myHttpClient]-
这首诗的题目是鸳鸯篇
这首诗的作者是李德裕
这首诗的内容是： 君不见昔时同心人，化作鸳鸯鸟。和鸣一夕不暂离，交颈千年尚为少。二月草菲菲，山樱花未稀。金塘风日好，何处不相依。既逢解佩游女，更值凌波宓妃。精光摇翠盖，丽色映珠玑。双影相伴，双心莫违。淹留碧沙上，荡漾洗红衣。春光兮宛转，嬉游兮未反。宿莫近天泉池，飞莫近长洲苑。尔愿欢爱不相忘，须去人间罗网远。南有潇湘洲，且为千里游。洞庭无苦寒，沅江多碧流。昔为薄命妾，无日不含愁。今为水中鸟，颉颃自相求。洛阳女儿在青阁，二月罗衣轻更薄。金泥文彩未足珍，画作鸳鸯始堪著。亦有少妇破瓜年，春闺无伴独婵娟。夜夜学织连枝锦，织作鸳鸯人共怜。悠悠湘水滨，清浅漾初蘋。菖花发艳无人识，江柳逶迤空自春。唯怜独鹤依琴曲，更念孤鸾隐镜尘。愿作鸳鸯被，长覆有情人。
对偶句是：null
 权重是0

这首诗的题目是无题四首
这首诗的作者是李商隐
这首诗的内容是： 来是空言去绝踪，月斜楼上五更钟。梦为远别啼难唤，书被催成墨未浓。蜡照半笼金翡翠，麝熏微度绣芙蓉。刘郎已恨蓬山远，更隔蓬山一万重。飒飒东风细雨来，芙蓉塘外有轻雷。金蟾啮锁烧香入，玉虎牵丝汲井回。贾氏窥帘韩掾少，宓妃留枕魏王才。春心莫共花争发，一寸相思一寸灰。含情春晼晚，暂见夜阑干。楼响将登怯，帘烘欲过难。多羞钗上燕，真愧镜中鸾。归去横塘晓，华星送宝鞍。何处哀筝随急管，樱花永巷垂杨岸。东家老女嫁不售，白日当天三月半。溧阳公主年十四，清明暖后同墙看。归来展转到五更，梁间燕子闻长叹。
对偶句是：null
 权重是0

这首诗的题目是赠歌者
这首诗的作者是薛能
这首诗的内容是： 一字新声一颗珠，转喉疑是击珊瑚。听时坐部音中有，唱后樱花叶里无。汉浦蔑闻虚解佩，临邛焉用枉当垆。谁人得向青楼宿，便是仙郎不是夫。
对偶句是：null
 权重是0

这首诗的题目是离别难
这首诗的作者是薛昭蕴
这首诗的内容是： 宝马晓鞴雕鞍，罗帏乍别情难。那堪春景媚，送君千万里。半妆珠翠落，露华寒。红蜡烛，青丝曲，偏能钩引泪阑干¤良夜促，香尘绿，魂欲迷，檀眉半敛愁低。未别心先咽，欲语情难说。出芳草，路东西，摇袖立。春风急，樱花杨柳雨凄凄。
对偶句是：null
 权重是0

这首诗的题目是词牌:浣溪沙（同上）
这首诗的作者是苏轼
这首诗的内容是： 芍药樱花两斗新。名园高会送芳辰。洛阳初夏广陵春。红玉半开菩萨面，丹砂浓点柳枝唇。尊前还有个中人。
对偶句是：null
 权重是0

这首诗的题目是词牌:采桑子（樱桃花）
这首诗的作者是赵师侠
这首诗的内容是： 梅花谢后樱花绽，浅浅匀红。试手天工。百卉千葩一信通。余寒未许开舒妥，怨雨愁风。结子筠笼。万颗匀圆讶许同。
对偶句是：null
 权重是0



2017-04-14 14:10:30,608INFO[com.Davi.poems.net.myHttpClient]-返回 200


2017-04-14 14:14:49,455INFO[com.Davi.poems.net.myHttpClient]-INPUT: %E5%BA%8A%E5%89%8D***


2017-04-14 14:14:49,515INFO[com.Davi.poems.net.handler]-%E5%BA%8A%E5%89%8D***


2017-04-14 14:14:50,229INFO[com.Davi.poems.net.myHttpClient]-
这首诗的题目是郑果州相过
这首诗的作者是王维
这首诗的内容是： 丽日照残春，初晴草木新。床前磨镜客，树下灌园人。五马惊穷巷，双童逐老身。中厨办粗饭，当恕阮家贫。
对偶句是：null
 权重是0

这首诗的题目是静夜思
这首诗的作者是李白
这首诗的内容是： 床前看月光，疑是地上霜。举头望山月，低头思故乡。
对偶句是：null
 权重是0

这首诗的题目是北征
这首诗的作者是杜甫
